,id,title,abstract,pillar,research_category,truncated,LR,SVC,MLP
3037,pub.1185641099,Design and Operation of a Multifunctional Pilot-Scale Bioreactor for Enhanced Aerobic Fermentation,"The primary aim of this work was to share the results from a Research Project supported by the Italian National Research Council, which led to the development of a versatile jacketed tower bioreactor. Designed to optimize oxygen transfer efficiency and process control, the reactor incorporated a reciprocating air compressor, centrifugal pumps, a draft tube with or without perforated plates, and a series of gas–liquid ejectors. Its flexible design enabled operation in both airlift and ejector-loop modes, making it suitable for a wide range of aerobic fermentation processes. By sharing the detailed engineering design, operational procedures of this pilot-scale bioreactor, as well as its performance data when cultivating yeasts on whey and potato wastewater, a detailed blueprint was given to researchers seeking to advance bioreactor technology, particularly in the context of emerging fields like cultured meat production, pharmaceutical manufacturing, and environmental bioremediation.",CC,Bioprocess design,False,True,False,True
285,pub.1187570126,Mycotoxin-free Aspergillus oryzae strain lineage for alternative and novel protein production at industrial scale,"Advanced industrial strains of Aspergillus oryzae have been used for decades for the production of recombinant proteins including food and feed enzymes at large scale. The A. oryzae strain lineage evaluated in this review derives from the proprietary Novozymes (now Novonesis) strain collection. A. oryzae wild-type strains have the potential to produce three different mycotoxins (aflatoxins (AFL), cyclopiazonic acid (CPA), and 3-nitropropionic acid (3-NPA)). Here, we review the work originally performed at Novozymes to identify a strain (BECh1) that contained a large chromosomal deletion comprising both AFL and CPA gene clusters, significantly improving the safety of the lineage. The description of the deleted region is presented here. As the genetic basis for 3-NPA biosynthesis was recently revealed, we describe here that this A. oryzae lineage contains an additional large deletion that encompasses the 3-NPA biosynthetic genes npaA and npaB, thereby rendering the strains unable to produce any mycotoxin. Further strain development has resulted in strains devoid of penicillin production by inactivation of the penicillin G gene cluster (penG). This strain lineage represents the first example of mycotoxin-free A. oryzae for production of recombinant (alternative) novel food proteins. Recently, bovine beta-lactoglobulin made using a strain of this lineage has received GRAS status and can be commercialized for use in food in the USA. With its history of safe use in food and feed, the lack of toxigenic potential and the ability to differentiate strains with modern technologies, this A. oryzae strain can be considered safe as other organisms with a Quality Presumption of Safety (QPS) status in Europe. QPS is not applicable to filamentous fungi and only granted at the species level to bacteria and a few yeast species. We suggest modernizing the QPS concept to become strain rather than species specific and present arguments to qualify this strain lineage as QPS or QPS-like.Key points• The biosynthetic genes for 3-nitropropionic acid have been recently characterized.• An industrial strain lineage for food protein production lacks all known mycotoxin genes.• Proteins produced in this mycotoxin-free lineage should entail lower regulatory requirements.",F,Strain development,False,True,True,True
1317,pub.1192747634,Volatile organic compounds in pea plants: a comprehensive review,"Legumes are crops of significant global importance for ensuring food security, promoting sustainable production, and enhancing cropping efficiency within diverse agroecosystems. The pulse pea (Pisum sativum L.) is highly valued for its protein and micronutrient content, ranking third in global cultivation after soybeans and beans, with production mainly present in temperate regions. Pea production can be afflicted by crop losses due to biotic and abiotic stress factors, leading to an increased demand for improved defense systems. To cope with environmental stresses, plants have evolved several defense mechanisms, including the production of volatile organic compounds (VOCs), which are key in plant-to-plant communication and environmental interactions. Despite the growing interest in the characterization of plant VOCs in legumes, there has been a paucity of research on the emissions and functional roles of VOCs produced by peas, either constitutively or in response to various factors such as insects, pathogens, drought, and heat. In this review, we focused on the emission patterns and potential biological functions of VOCs produced by peas in response to various stimuli. Moreover, we discuss mass spectrometry techniques currently used or with potential applications for the study of pea VOCs. The emission of specific VOCs in response to external stimuli suggests a precise involvement in pea defense mechanisms. What emerges from this essay is that further functional studies are needed to enhance and exploit the potential of VOCs for sustainable applications, such as insect repellency, pathogen inhibition, and signaling in pea plant defense.",PB,Crop development ,False,True,True,True
3044,pub.1190538654,LusoBioMaker: A low-cost 3D bioprinter with multi-extrusion and contour printing capabilities for thermo- and photocurable hydrogels towards complex tissue fabrication,"3D bioprinting is an expanding field that allows for the design of intricate structures using multiple materials and living cells. This has enormous potential for applications in drug testing, regenerative medicine, and, more recently, cell-based food products, with the surge of the cellular agriculture field. However, the high cost of equipment is frequently a significant limitation for implementing these approaches. Here, we present LusoBioMaker, an open-source bioprinter that delivers commercial-grade performance for under $900 of materi. Built on a modified Ender 3-V2 platform it integrates dual screw-driven extrusion, independent active temperature control (2–50 °C) and in-situ 365 nm photocuring, generating up to 320 N force through open-access firmware. Using κ-carrageenan, Pluronic F-127 and gelatin methacrylate/poly(ethyleneglycol) diacrylate (GelMA/PEGDA) inks we printed complex lattices with a printability factor of 0.995 and sub-millimetre dimensional errors while maintaining 97 % L929 cell viability after fourteen days. Comprehensive calibration and acceptance tests performed in accordance with the ISO 230-1/2 standards confirmed <50 μm positional error and <0.005° angular deviation across both extrusion nozzles. A systematic review of 17 reported low-cost bioprinters revealed that none combine dual screw extrusion, active thermal regulation and on-head UV curing in a single chassis, highlighting LusoBioMaker's unique features set. As a proof-of-concept, we bioprinted a hollow nipple–areola complex by co-extruding a thermosensitive κ-carrageenan core and a photocurable GelMA/PEGDA shell, exploiting all three hardware capabilities in one uninterrupted run. This demonstration underscores LusoBioMaker's capacity to manufacture anatomically intricate, gradient tissues on demand and to democratise advanced biofabrication workflows.",CM,Texturization methods,False,True,True,True
1091,pub.1186213546,Impact of Vegan and Vegetarian Diets on Neurological Health: A Critical Review,"BACKGROUND/OBJECTIVES: The global shift towards vegan and vegetarian diets has garnered attention for their ethical, environmental, and potential health benefits. These diets are often rich in phytonutrients and antioxidants, which have been associated with lower levels of inflammatory markers, such as C-reactive protein (CRP) and interleukin-6 (IL-6), suggesting a potential protective effect against systemic inflammation and oxidative stress. However, despite these benefits, concerns remain regarding their impact on neurological health due to the possible deficiencies of critical nutrients such as vitamin B12, DHA, EPA, and iron. This review critically evaluates the influence of these dietary patterns on neurological outcomes, emphasizing their nutritional composition, potential deficiencies, and their interplay with inflammation and oxidative stress.
METHODS: A systematic review of the literature published between 2010 and 2023 was conducted, focusing on studies that explore the relationship between vegan and vegetarian diets and neurological health. Key nutrients such as vitamin B12, omega-3 fatty acids, iron, and zinc were analyzed alongside antinutritional factors and their effects on the nervous system.
RESULTS: Evidence suggests that vegan and vegetarian diets, when well planned, can be rich in phytonutrients and antioxidants, which have been associated with lower levels of inflammatory markers, such as C-reactive protein (CRP) and interleukin-6 (IL-6). These findings indicate a potential role in reducing systemic inflammation and oxidative stress, both of which are linked to neurodegenerative diseases. However, deficiencies in critical nutrients such as vitamin B12, DHA, EPA, and iron have been consistently associated with an increased risk of cognitive decline, mood disturbances, and neurodegenerative disorders. Additionally, the presence of antinutritional factors like phytates and oxalates may further impair nutrient absorption, necessitating careful dietary planning and supplementation.
CONCLUSIONS: While plant-based diets provide anti-inflammatory and antioxidant benefits, their neurological implications depend on nutrient adequacy. Proper planning, supplementation, and food preparation techniques are essential to mitigate risks and enhance cognitive health. Further research is needed to explore long-term neurological outcomes and optimize dietary strategies.",PB,Health & nutrition,False,True,True,True
2439,pub.1184941826,"The effects of processing steps on avenanthramides, avenacosides and β-glucan content during the production of oat-based milk alternatives","Oat-Based Milk Alternatives (OMAs) may provide health benefits resulting from oat nutritional compounds; avenanthramides, which are polyphenols providing anti-inflammatory and antioxidant effects; avenacosides - saponins with anti-bacterial and anti-fungal properties; and β-glucans, which may assist in lowering blood cholesterol and prevention of diabetes and cardiovascular diseases. Oats undergo multiple processing steps to ensure a sensory appealing and safe product, however, little research has been carried out on the specific effects on these compounds. This study aimed to determine concentration of avenanthramides, avenacoside A and β-glucan in OMA samples throughout 12 stages of production. Avenanthramides and avenacosides were measured using liquid chromatography-mass spectrometry, with β-glucan determined spectrophotometrically using a modified enzymatic assay. An overall reduction of 42 % was observed in measured β-glucan, with a decanting stage a main contributing factor. Measured β-glucan was negatively impacted by glucoamylase treatment, yet increased upon α-amylase, 90 °C and high shear treatments. Avenanthramides and avenacoside A significantly increased after initial enzymatic treatment with α-amylase, whilst avenanthramides increased again upon 90 °C heat treatment and decanting. However, avenanthramide concentration decreased after UHT and prolonged heat treatments, suggesting a susceptibility to degradation at temperatures above 120 °C. With this information, future production may be optimised to better preserve potential health benefits of OMAs.",PB,End product formulation,False,True,True,True
207,pub.1186923195,Mutation of the LRG1 Rho-GAP gene is responsible for the hyper branching C-variant phenotype in the quorn mycoprotein fungus Fusarium venenatum A3/5,"BackgroundQuorn mycoprotein, a protein-rich meat alternative, is produced through large-scale fermentation of the fungus Fusarium venenatum. However, a major challenge during F. venenatum fermentation is the consistent appearance of mutants called colonial variants (C-variants). These C-variants have a highly branched morphology, which ultimately lead to a less desirable final product and early termination of the fermentation process. This study aimed to identify the genetic mutations responsible for C-variant morphology.ResultsWe first isolated both C-variant and wild-type strains from commercial fermentation samples and characterised radial growth rates on solid media. Whole genome sequencing facilitated the identification of mutations in a gene called jg4843 in 11 out of 12 C-variant isolates, which were not observed in the wild-type isolates. The jg4843 gene was identified as the ortholog of LRG1, a Rho-GTPase activating protein that regulates the Rho1 signalling pathway affecting fungal growth. Notably, the mutations in jg4843 were primarily located in the RhoGAP domain responsible for LRG1 activity. To confirm the role of these mutations, we used CRISPR/Cas9-mediated homology-directed recombination to introduce the C-variant mutations into the wild-type isolate, which successfully recapitulated the characteristic C-variant morphology.ConclusionsThis study identified mutations in the LRG1 ortholog jg4843 as the genetic cause of C-variant morphology in commercial fermentation F. venenatum isolates. Understanding this genetic basis paves the way for developing strategies to prevent C-variants arising, potentially leading to more efficient and sustainable production of Quorn mycoprotein.",F,Strain development,False,True,False,True
2014,pub.1185329295,Agronomic Performance of Faba Bean in Mediterranean Environments,"The faba bean (Vicia faba) is an important grain legume that, despite decades of decline, is regaining interest in the Mediterranean basin due to an increasing demand for plant-based proteins and other ingredients, particularly for the food industry. However, the crop’s sensitivity to weather conditions (mainly drought and heat) as well as its high susceptibility to diseases hinder its yield performance and stability. For this reason, in this study, we present the results of multi-environment field trials conducted in southern Spain, where the performance of six new elite faba bean cultivars, developed through local breeding programs focused on selection for increased yield and chocolate spot (Botrytis fabae) resistance, was compared with two popular commercial cultivars. Data analysis across six diverse environments showed the significant effects of environment, genotype, and genotype-by-environment interaction (GEI) on yield and several morphologic traits. Grain yield was positively influenced by rainfall and negatively affected by high temperatures, with no evidence of damage due to cold temperatures. Stress tolerance indexes helped identify cultivars Omeya, Faraon Negro, and Navio6, which excelled across all metrics. The trials were intentionally conducted in broomrape (Orobanche crenata)-free plots, where chocolate spot emerged as the major biotic constraint, with the infection level highly influenced by rainfall. Significant differences were observed among accessions in their response to chocolate spot, with the cultivar Arrechana showing resistance. Overall, cultivars Omeya, Arrechana, Faraon Negro, Navio6, and Quijote demonstrated outstanding grain yield and excellent adaptation to the region.",PB,Crop development ,False,True,True,True
1164,pub.1193791934,Fungal-assisted harvesting of Chlorella sorokiniana cultivated in diluted anaerobic digestate using the edible mushroom Pleurotus ostreatus,"The use of fungi as a bio-flocculant for microalgae harvesting has gained great attention in recent years. However, most of the examined fungi were pathogenic, making the harvested biomass unsuitable for human or animal consumption. In the present study, the effectiveness of the edible fungal strain Pleurotus ostreatus was tested for harvesting microalgae Chlorella sorokiniana, cultivated in diluted anaerobic digestate. Types of fungal pellets, pH values, and harvesting durations were examined as critical parameters for harvesting efficiency. The results showed that the maximum harvesting efficiency (74%) at pH 4.5 was achieved using large-sized fungal pellets (formed after 9 days) and extended harvesting periods (24 h). In contrast, at pH 5.5, the highest harvesting efficiencies (68–69%) were observed with medium-sized fungal pellets (formed after 7 days) after 6 h of contact time or with small-sized fungal pellets (formed after 5 days) after 24 h of contact time. The composition of the harvested fungal-algal biomass slightly differed at pH 4.5 compared to pH 5.5. Specifically, it contained a significant amount of proteins (40–45%) and carbohydrates (33–36%) along with approximately 4–5% of fatty acids, mainly linoleic acid, palmitic acid, and stearic acid. Overall, the use of fungal pellets produced by the edible fungus P. ostreatus appears to be a promising option for producing harvested fungal-algal biomass suitable for use as food or animal feed.",F,Bioprocess design,False,True,True,True
3002,pub.1190672497,Consumer Insights Tracker End of Year Report (Insights From April 2024 to March 2025),"This report presents the findings from the Consumer Insights Tracker which is an online monthly tracking survey commissioned by the Food Standards Agency (FSA). The survey monitors the behaviour and attitudes of consumers aged 16+ in England, Wales and Northern Ireland in relation to food. This report presents an overview of key findings from April 2024 to March 2025. Where appropriate, longer-term trends over the full tracking period (from July 2023) are presented. Food prices remained the top prompted concern for respondents throughout the year, ranging from 86% - 88% reporting concern each month. Although worries about household food affordability declined slightly, one in five (21%) respondents reported worry about this in March 2025. The proportion reporting certain money-saving shopping behaviours such as choosing cheaper brands and buying discounted items also declined over the year. The proportion saying they had engaged in potentially risky food safety behaviours to reduce energy costs varied slightly (21% - 28%), with a peak in December 2024 (28%). Worries about food availability remained relatively stable (19% - 24%), as did overall confidence in the food supply chain (58% - 63%). Among those with some knowledge of the FSA and what it does, trust in the FSA fluctuated (56% - 65%), peaking at 65% in July 2024. Awareness of novel foods and food production techniques varied, with around seven in ten saying they had heard of lab-grown meat (72%), but only around half saying they had heard of cell-cultivated products and cell-cultivated meat (both 52%).",CM,Consumer & market research,False,True,True,True
1845,pub.1189569464,Comparative analyses and characterization of eight seaweed species from the southeastern Bay of Biscay for potential biotechnological applications,"The increasing interest in bioactive compounds from seaweed is demanding the characterization of local species, in order to know their suitability for different biotechnological or food applications. The present work aimed to characterize eight macroalgal species: Codium decorticatum, Ulva rigida, Bifurcaria bifurcata, Halopteris scoparia, Chondracanthus acicularis, Gelidium corneum, Halopithys incurva and Porphyra linearis. The species were collected in May, June and September 2022 and February 2023 in the Southeastern Bay of Biscay and microbiological and biochemical analyses were made, including pigments, mineral, metals, and protein and ash contents characterization. Concerning microorganisms, results showed that pathogenic or indicator microorganisms were only detected at low densities. Furthermore, the washing or freezing of macroalgae showed an almost total reduction of the studied microorganisms in both cases. Regarding pigments, H. scoparia stands out for the chlorophyll and fucoxanthin content and P. linearis for its β-carotene, lutein and phycobilins content. For minerals, maximum values were found in B. bifurcata and H. incurva. Additionally, according to European regulations, the recommended limits for both Hg and Cd metals were not exceeded. Finally, regarding proteins, the highest values were found mainly in the red macroalgae studied, which highlighted the use of seaweed as a natural protein source. These findings provide data about the characteristics of common seaweed regarding some bioactive compounds and their potential biotechnological applications.",PB,Ingredient optimisation,False,True,True,True
348,pub.1188642118,The Impact of the Antimicrobial Packaging Covered with Coatings Containing Carvacrol or Geraniol with the Addition of Zinc Oxide on the Quality of Sliced Plant-Based Sausages,"The aim of this work was to estimate the impact of polypropylene (BOPP) films with active coatings applied on their surface on the quality of sliced, plant-based meat analogue (PBMA) sausages. The coatings contained zinc oxide nanoparticles and geraniol (AG) or zinc oxide and carvacrol (AC) as active compounds. The outcomes of the study indicated that the total microbial count of ready-to-eat, sliced PBMAs bought from a local store was high, confirming that the plant-based sausage must have been contaminated during slicing. It was shown that BOPP bags and spacers covered with the AG layer reduced the number of mesophilic bacteria in sliced plant-based sausages stored for 96 h, proving that this packaging material maintained the microbial quality of PBMA samples. It has to be underlined that neither S. aureus, L. monocytogenes, Salmonella sp. nor coliform bacteria were detected in the plant sausage samples after 48 h and 96 h of storage in the BOPP packaging covered with the AG and AC coatings, confirming that these slices were acceptable for consumption. However, the textural analysis showed that bags coated with the AC layer were the best bags for 96 h of storage.",PB,Food safety & quality,False,True,False,True
2444,pub.1188329550,Nutritional characterization of foods fortified with micronutrients in the Spanish market. The BADALI project,"Although fortified foods may reduce micronutrient deficiencies, they may contain nutrients negatively associated to health. The aim of this work is to provide a comprehensive study of micronutrient fortified processed foods available in Spain and to compare them with unfortified foods. For this purpose, 4313 items were analysed belonging to 12 food types and 16.6 % of them were fortified with micronutrients. Fruit drinks and milk substitutes had the highest prevalence (42.9 % and 36.3 % respectively) and vitamin D and calcium were the micronutrients most frequently added (8.3 % and 7.1 % respectively). Fortified foods used nutrition claims more often than the unfortified version (78.2 % vs 43.6 %), most of them about micronutrients (74 % vs 3.9 %). Both nutritional improvements and deteriorations in the nutrient composition were observed in fortified foods compared to the unfortified version. Regarding the nutritional quality, 83.7 % of fortified and 80.8 % of unfortified foods were classified as ""less healthy"". Fortified foods presented less items high in total and saturated fat (40 % and 49 % less), while more in free sugar, sodium and more had sweeteners (15 %, 22 % and 66 % more). Therefore, this work shows that most fortified foods cannot be considered healthy and that they are not nutritionally better than the unfortified version.",PB,End product formulation,False,True,True,True
2831,pub.1185591975,Covalent organic frameworks supported geminal-atom catalysts for upcycling nitrate into single-cell protein,"Coupling electrocatalytic nitrate reduction reaction (NITRR) with biotransformation can improve the efficiency of conversion and utilization of NO3 –, effectively alleviating NO3 – pollution and promoting global nitrogen cycle. In this study, geminal-Co catalysts have been fabricated via predesigning the geminal coordination sites in covalent organic frameworks, where the distance can be precisely controlled at 6.5, 9.6, and 13.4 Å. Aberration-corrected electron microscopy confirms the consistency between the actual distances and the theoretical values. The geminal-Co catalysts, with a Co-Co distance of 9.6 Å, displays the best NITRR performance, achieving a maximum NH3 Faradaic efficiency and yield of 95.7 % and 30 mg h−1 mgcat −1, respectively. Density functional theory calculations reveal that distance adjustment of geminal-Co catalysts can optimize the adsorption energy for NO3 – and the adsorption/desorption of various intermediates. The electrocatalytic NITRR coupled with microbial system showed a 2.48 g/L single-cell protein (SCP) yield at 48 h, and the 49.8 % protein content in SCP. This work presents an attractive strategy for achieving precise distance control of geminal-atom catalysts, as well as a new approach to promote the global nitrogen cycle and relieve food crises.",F,Feedstocks,False,True,True,False
267,pub.1185803300,Ultra-processed food consumption in the central division of Fiji,"BackgroundProcessed packaged foods are readily available in Fiji; however, the extent to which ultra-processed foods (UPFs) currently contribute to energy and nutrient intake is unknown. This study aimed to assess the contribution of UPFs to total energy intake and nutrients of concern (sodium, sugar, fat) in a representative sample of adults in the central division of Fiji, identify the main food category sources of UPFs and assess variation by sociodemographic characteristics.MethodsA random sample of 700 adults was selected from two statistical enumeration areas (one semi-urban, one rural). Participant characteristics were collected, and a three-pass 24-h diet recall was undertaken. Foods consumed were coded based on the level of processing, in alignment with the NOVA categorisation system.ResultsThe contribution of UPFs to total energy, fat, sugar, and sodium intake and dietary sources of UPFs (based on the per cent daily energy contribution of UPFs from food groups) were estimated and assessed by sex, age group, ethnicity and location. A total of 534 adults participated (76% response rate, 50% female). UPFs contributed 21.5% (95% CI, 21.4% to 26.6%) of total energy intake, 22.8% (95% CI 20.5% to 25.1%) of total sodium intake, 24.0% (95% CI, 21.4% to 26.6%) of sugar intake and 18.6% (95% CI 16.5% to 20.7%) of total fat intake. Key food group contributors to UPF intake were bread and bakery products 42.9% (38.3% to 47.6%), non-alcoholic beverages 26.8% (22.4% to 31.1%), convenience foods 8.6% (6.3% to 10.8%), and meat, poultry, and meat alternatives 6.9% (4.8% to 8.9%). The contribution of UPFs to sodium, sugar and fat intake was similar for men and women; however, differences were observed by age group, ethnicity and region (semi-urban compared to rural).ConclusionsThis study identified that UPFs appear to be a large contributor to energy, sodium, fat and sugar intake in adults in the Central division of Fiji. A reduction of UPF consumption in Fiji may lead to a reduction of harmful nutrients such as sodium, fat, and sugar, crucial to reducing the diet-related burden of disease.",CC,Consumer & market research,True,True,True,True
3984,pub.1183212699,Assembly of artificial casein micelles with sodium hexametaphosphate,"This study explored the potential of hexametaphosphate (HMP) to assemble caseins into artificial casein micelles (ACM) as an alternative to calcium phosphate nanoclusters. HMP cross-linked caseins through their phosphoserine residues in the presence of calcium ions. At high calcium-to-HMP ratios, insoluble calcium-HMP complexes formed, cross-linking the calcium-sensitive caseins and resulting in stable ACM that were smaller, more hydrated, and formed weaker curds upon chymosin coagulation than conventional ACM with calcium phosphate nanoclusters. As the HMP concentration increased, micelle formation reached an optimum at a molar calcium-to-HMP ratio of 10:1. However, at lower ratios, HMP chelated calcium ions, leading to the formation of soluble calcium-HMP complexes that impeded micelle formation. These findings highlight the dual functionality of HMP as both a micelle-forming agent at high calcium-to-HMP ratios and a calcium-chelating agent at lower ratios, providing new insights into alternative mechanisms for casein micelle assembly.",F,Ingredient optimisation,False,True,True,True
191,pub.1196316125,"Occurrence, growth, and virulence genes of <i>Bacillus cereus</i> in ready-to-cook plant-based meat analogues","The aim of this study was to monitor the growth of Bacillus cereus in 11 different types of naturally contaminated ready-to-cook plant-based meat analogues (PBMAs). The PBMAs were prepared according to the manufacturer’s instructions and subsequently stored at room temperature for up to 24 h. Bacillus spp. represented the second most numerous group of microbiota detected in PBMAs after lactic acid bacteria. Bacillus cereus sensu lato ( s.l. ) was isolated from all 11 PBMA samples. Following heat treatment and 24-h storage at 22 °C, B. cereus s.l. was detected by plate counting in five samples, with one product reaching nearly 4 log CFU/g. The presence of B. cereus sensu stricto ( s.s. ) was detected in all 11 samples. Bacillus thuringiensis was present in 7 samples, and in 4 PBMA samples the species B. weihenstephanensis , B. mycoides , and B. cytotoxicus were found. A total of 95.7% of B. cereus s.l. strains contained genes for toxin production. The presence of nhe genes was demonstrated in 92.5%, hbl genes in 59.0% of the analysed B. cereus s.l. strains, the cyt K-1 gene in 5 strains ( B. cytotoxicus ). The presence of the ces gene was confirmed in 5% of B. cereus s.l. strains. In total, 47 different combinations of genes for toxin production were detected in B. cereus s.l. strains. The almost 100% presence of virulence genes associated with the possibility of B. cereus growth during inappropriate storage of PBMAs thus poses a risk for the development of foodborne diseases.",PB,Food safety & quality,False,True,False,False
826,pub.1191607986,Systematic design and analysis of an industrial symbiosis: Integrating power-to-X technologies with bioprocessing systems,"This research presents a vital framework for designing and evaluating the feasibility of industrial symbiosis projects. By employing the theory of Metabolic Analysis, the framework systematically assesses the synergistic potential of integrating novel bioprocesses, such as single-cell protein production, with Power-to-X (Pt-X) and carbon capture technologies. A case study application demonstrates the framework's capacity to uncover critical trade-offs in energy and waste streams, thereby providing a clear, data-driven foundation for creating circular manufacturing networks. Finally, the study underscores the necessity for continued development of the tool itself, specifically to create pathways for integrating its complex output data into subsequent techno-economic and life cycle assessments.",F,Bioprocess design,False,True,True,True
3016,pub.1191325321,"Can blockchain revolutionize meat production? Addressing transparency, trust, and compliance in conventional and cultured meat","Background The demand for safe and sustainable meat production is increasing, necessitating innovative solutions for food safety, transparency, and regulatory compliance. Blockchain technology has emerged as a potential tool to address these challenges, particularly in the conventional meat sector. However, its application in the cultured meat industry remains underexplored, raising questions about its effectiveness in enhancing trust, traceability, and regulatory adherence in this emerging sector. Scope and approach This study conducts a scoping review following the PRISMA protocol to examine the role of blockchain in both conventional and cultured meat industries. The review was based on searches conducted in June 2024 using two major databases— Scopus and Web of Science —and focused on peer-reviewed literature related to blockchain applications in meat production. The search covered publications up to mid-2024 and targeted titles, abstracts, and keywords using terms such as ""blockchain"", ""meat supply chain,"" and ""cultured meat"". After applying inclusion and exclusion criteria, 14 relevant empirical studies were selected for full-text analysis. Key findings and conclusions Findings indicate that blockchain significantly improves traceability and trust, particularly in ensuring product authenticity and safety. It facilitates regulatory compliance by enabling stakeholder collaboration and maintaining auditable data trails. Internet of Things integration further enhances monitoring capabilities. However, challenges such as data interoperability, high implementation costs, and the absence of standardized protocols hinder broader adoption. Overcoming these barriers is crucial to unlocking blockchain's full potential. Future research should focus on blockchain integration strategies, consumer perceptions, and regulatory frameworks to support its adoption in cultured meat production.",CM,Other,False,False,True,False
892,pub.1189988698,"Artificial intelligence in sustainable food design: Technological, ethical consideration, and future","Background Addressing pressing global challenges such as climate change, resource depletion, and food insecurity necessitates innovative approaches to sustainable food design. Artificial intelligence (AI) is emerging as a transformative technology with the potential to significantly enhance sustainability across the food system. Scope and approach This review comprehensively examines the integration of AI into sustainable food design. It explores technological innovations including AI-driven precision farming, smart food processing, and the development of alternative proteins. The paper further investigates AI's role in optimizing food supply chains through predictive analytics and blockchain. Crucially, it also delves into the ethical considerations, environmental and social impacts, and the evolving regulatory landscape surrounding AI in food systems, identifying future prospects and inherent challenges. Key findings and conclusions AI offers profound capabilities to revolutionize food production, distribution, and consumption, driving efficiency and reducing environmental footprints. However, realizing its full potential hinges on addressing critical ethical concerns like algorithmic bias, data privacy, and social equity, alongside mitigating AI's own environmental impact. A multi-stakeholder, collaborative approach, underpinned by robust ethical frameworks and transparent policies, is imperative to ensure the responsible and equitable deployment of AI, ultimately fostering a resilient and sustainable global food system for future generations.",CC,Other,False,False,True,True
1363,pub.1190075021,Innovative screening for mutants affected in seed oil/protein allocation identifies TRANSPARENT TESTA7 as a regulator of oil accumulation,"Brassicaceae species mainly accumulate oil and protein in their seeds, which are essential to human life as a source of food, but also as animal feed and resources for green chemistry. To date, Brassicaceae crops such as rapeseed have been selected mainly for their oil content. However, there is a growing interest in their seed protein content. A strong negative correlation between oil and protein content makes it difficult to increase both compounds simultaneously. In this study, an Arabidopsis thaliana homozygous EMS mutant library was screened for seed oil and protein content by near-infrared spectroscopy with the aim of identifying mutants with impaired oil/protein correlation. The mutant most affected in this correlation was found to be in the TRANSPARENT TESTA7 gene, which is involved in the flavonoid biosynthetic pathway. Analysis of different mutants in the flavonoid pathway revealed that the tt7 mutants were the only ones to show such a significant reduction in seed oil content, highlighting a phenotype never described before for the tt7 mutants and suggesting a specific role for TT7 in the interplay between the oil and flavonoid biosynthetic pathways. Untargeted metabolomic analysis allowed the identification of metabolic features that are highly accumulated and specific to tt7 seeds compared to the other genotypes and genetic analysis established that the accumulation of kaempferol-3-O-rhamnoside seems to be responsible for the seed oil reduction in tt7 mutants.",PB,Crop development ,False,False,True,True
2052,pub.1189548041,Seeing the unseen: Laser speckles as a tool for coagulation tracking,"Abstract The ability to measure protein functionality is critical for the development of plant-based products, particularly with respect to gelation behavior, which is vital for food structure and texture. Small amplitude oscillatory shear (SAOS) tests remain the standard for monitoring protein gelation; however, these methods are costly, time-consuming, and require physical contact with the sample. Laser speckle rheology, an optical-based technique, offers a contactless alternative by assessing rheological properties through speckle pattern fluctuations. In this work, we present a simple laser speckle rheology setup, utilizing a diode laser and a digital camera, to monitor rheological changes during the rennet coagulation of milk. We use a viscoelasticity index (VI), derived from a two-dimensional linear correlation, to quantify speckle pattern fluctuations. The laser speckle rheology method is compared with conventional SAOS rheology. Results demonstrate that key characteristics of the coagulation process, including coagulation and gelation times, are temporally aligned between the two methods. Furthermore, the VI allows for the comparison of the complex modulus in samples with similar compositions under consistent acquisition parameters. These findings underscore the potential of laser speckle rheology as a cost-effective, rapid, and contactless approach for capturing protein gelation, providing an alternative to conventional shear rheological methods.",PB,Texturization methods,False,False,True,True
4358,pub.1183107510,Powdered oat drink production by pulse spray drying,"Oat is a well-studied food known for its nutritional properties, which provide health benefits under regular consumption. The potential of a new spray drying technology (pulse spray drying, PSD) was explored in drying oat drinks. Additionally, feed solutions were dried by traditional spray drying (SD), and the effect of maltodextrin addition was assessed. Two types of powder samples were collected: the primary powder, from the main chamber; and the overall powder, after mixing both the powder from the main chamber and the powder from the cyclone separator. Some physicochemical properties of the powders and their morphological characteristics were examined. The analyses performed did not indicate significant differences between primary and overall powders. Maltodextrin-added powders from PSD presented higher moisture, water activity (aw), solubility, and particle size; and lower bulk and tapped densities, indicating a higher volume occupied by the particles. Color measurements (luminosity and chroma) differed between the drying treatments: a lighter coloration was observed in the SD group. Finally, images from scanning electron microscopy (SEM) revealed that the lower moisture content in the samples without maltodextrin led to a greater distribution of pores in the surface of particles. In conclusion, the data raised in this study suggest that using the PSD in combination with maltodextrin can be a good approach to dry vegetable drinks. However, other drying parameters need to be tested to improve the powder flow properties (e.g., airflow rate, atomization pressure, relative humidity, feed composition), as they are important characteristics during the processing.",PB,End product formulation,False,False,True,True
